NCBI_ID	predicted_mobility
NZ_CP048372.1	conjugative
NZ_CP048377.1	non-mobilizable
NZ_CP048440.1	conjugative
NZ_CP048610.1	conjugative
NZ_CP048648.1	conjugative
NZ_CP048822.1	conjugative
NZ_CP048916.1	mobilizable
NZ_CP049078.2	conjugative
NZ_CP049082.1	conjugative
NZ_CP049102.1	conjugative
NZ_CP049119.1	conjugative
NZ_CP049166.1	conjugative
NZ_CP049168.1	conjugative
NZ_CP049170.1	conjugative
NZ_CP049172.1	conjugative
NZ_CP049174.1	conjugative
NZ_CP049186.1	conjugative
NZ_CP049202.1	conjugative
NZ_CP049349.1	conjugative
NZ_CP049351.1	conjugative
NZ_CP049355.1	conjugative
NZ_CP049840.1	mobilizable
NZ_CP049848.1	conjugative
NZ_CP049853.1	mobilizable
NZ_CP049937.1	conjugative
NZ_CP049970.1	conjugative
NZ_CP050339.1	non-mobilizable
NZ_CP050351.1	non-mobilizable
NZ_CP050357.1	non-mobilizable
NZ_CP050367.1	conjugative
NZ_CP050372.1	conjugative
NZ_CP050384.1	conjugative
NZ_CP050647.1	conjugative
NZ_CP050707.1	conjugative
NZ_CP050713.1	conjugative
NZ_CP050717.1	conjugative
NZ_CP050724.1	conjugative
NZ_CP050727.1	conjugative
NZ_CP050732.1	conjugative
NZ_CP050735.1	conjugative
NZ_CP050751.1	conjugative
NZ_CP050754.1	conjugative
NZ_CP050770.1	conjugative
NZ_CP050773.1	non-mobilizable
NZ_CP050997.1	conjugative
NZ_CP051220.1	conjugative
NZ_CP051224.1	conjugative
NZ_CP051347.1	conjugative
NZ_CP051388.1	conjugative
NZ_CP051433.1	conjugative
NZ_CP051610.1	conjugative
NZ_CP051616.1	conjugative
NZ_CP051653.1	conjugative
NZ_CP051656.1	conjugative
NZ_CP051658.1	conjugative
NZ_CP051660.1	conjugative
NZ_CP051662.1	conjugative
NZ_CP051665.1	conjugative
NZ_CP051689.1	conjugative
NZ_CP051690.1	conjugative
NZ_CP051695.1	non-mobilizable
NZ_CP051696.1	conjugative
NZ_CP051699.1	conjugative
NZ_CP051701.1	conjugative
NZ_CP051707.1	conjugative
NZ_CP051708.1	conjugative
NZ_CP051712.1	conjugative
NZ_CP051715.1	conjugative
NZ_CP051717.1	non-mobilizable
NZ_CP051721.1	conjugative
NZ_CP051726.1	conjugative
NZ_CP051728.1	conjugative
NZ_CP051734.1	conjugative
NZ_CP051736.1	conjugative
NZ_CP051737.1	conjugative
NZ_CP051739.1	conjugative
NZ_CP051740.1	mobilizable
NZ_CP053017.1	conjugative
NZ_CP053082.1	conjugative
NZ_CP053232.1	conjugative
NZ_CP053236.1	conjugative
NZ_CP053246.1	conjugative
NZ_CP053248.1	conjugative
NZ_CP053282.1	conjugative
NZ_CP053298.1	conjugative
NZ_CP053593.1	non-mobilizable
NZ_CP053598.1	non-mobilizable
NZ_CP053606.1	conjugative
NZ_CP053608.1	conjugative
NZ_CP053722.1	conjugative
NZ_CP053724.1	conjugative
NZ_CP053725.1	conjugative
NZ_CP053732.1	conjugative
NZ_CP053734.1	conjugative
NZ_CP053737.1	conjugative
NZ_CP053755.1	conjugative
NZ_CP053768.1	conjugative
NZ_CP054165.1	conjugative
NZ_CP054166.1	conjugative
NZ_CP054171.1	conjugative
NZ_CP054215.1	non-mobilizable
NZ_CP054220.1	conjugative
NZ_CP054228.1	conjugative
NZ_CP054233.1	conjugative
NZ_CP054237.1	conjugative
NZ_CP054346.1	mobilizable
NZ_CP054355.1	conjugative
NZ_CP054356.1	conjugative
NZ_CP054364.1	conjugative
NZ_CP054369.1	conjugative
NZ_CP054414.1	mobilizable
NZ_CP054663.1	conjugative
NZ_CP054722.1	mobilizable
NZ_CP054740.1	mobilizable
NZ_CP054746.1	mobilizable
NZ_CP054752.1	mobilizable
NZ_CP054758.1	mobilizable
NZ_CP054764.1	mobilizable
NZ_CP054770.1	mobilizable
NZ_CP054776.1	mobilizable
NZ_CP054782.1	mobilizable
NZ_CP054941.1	non-mobilizable
NZ_CP054942.1	conjugative
NZ_CP054966.1	non-mobilizable
NZ_CP054979.1	conjugative
NZ_CP054980.1	conjugative
NZ_CP054993.1	conjugative
NZ_CP055001.1	conjugative
NZ_CP055016.1	conjugative
NZ_CP055020.1	conjugative
NZ_CP055056.1	conjugative
NZ_CP055071.1	conjugative
NZ_CP055076.1	conjugative
NZ_CP055077.1	conjugative
NZ_CP055100.1	conjugative
NZ_CP055110.1	conjugative
NZ_CP055114.1	conjugative
NZ_CP055168.1	conjugative
NZ_CP055171.1	conjugative
NZ_CP055180.1	conjugative
NZ_CP055195.1	conjugative
NZ_CP055200.1	conjugative
NZ_CP055212.1	conjugative
NZ_CP055220.1	conjugative
NZ_CP055248.1	conjugative
NZ_CP055254.1	conjugative
NZ_CP055255.1	conjugative
NZ_CP055262.1	mobilizable
NZ_CP055296.1	mobilizable
NZ_CP056037.1	conjugative
NZ_CP056074.1	conjugative
NZ_CP056079.1	conjugative
NZ_CP056115.1	conjugative
NZ_CP057097.1	non-mobilizable
NZ_CP057211.1	conjugative
NZ_CP057216.1	conjugative
NZ_CP057221.1	conjugative
NZ_CP057239.1	conjugative
NZ_CP057244.1	conjugative
NZ_CP058228.1	mobilizable
NZ_CP058305.1	mobilizable
NZ_CP058310.1	conjugative
NZ_CP058343.1	conjugative
NZ_CP058344.1	conjugative
NZ_CP058357.1	conjugative
NZ_CP058575.1	conjugative
NZ_CP058576.1	conjugative
NZ_CP058620.1	non-mobilizable
NZ_CP058653.1	conjugative
NZ_CP058658.1	non-mobilizable
NZ_CP058663.1	conjugative
NZ_CP058712.1	conjugative
NZ_CP058715.1	conjugative
NZ_CP058722.1	conjugative
NZ_CP058726.1	conjugative
NZ_CP058749.1	conjugative
NZ_CP058788.1	conjugative
NZ_CP058791.1	conjugative
NZ_CP058840.1	conjugative
NZ_CP058847.1	mobilizable
NZ_CP058875.1	conjugative
NZ_CP058877.1	conjugative
NZ_CP058880.1	conjugative
NZ_CP058942.1	conjugative
NZ_CP058950.1	conjugative
NZ_CP059005.1	conjugative
NZ_CP059044.1	conjugative
NZ_CP059120.1	conjugative
NZ_CP059126.1	conjugative
NZ_CP059131.1	conjugative
NZ_CP059280.1	conjugative
NZ_CP059282.1	conjugative
NZ_CP059285.1	conjugative
NZ_CP059718.1	conjugative
NZ_CP059841.1	conjugative
NZ_CP059908.1	conjugative
NZ_CP059918.1	conjugative
NZ_CP059948.1	conjugative
NZ_CP060443.1	non-mobilizable
NZ_CP060746.1	conjugative
NZ_CP060753.1	conjugative
NZ_CP060868.1	conjugative
NZ_CP060874.1	mobilizable
NZ_CP060882.1	conjugative
NZ_CP060886.1	mobilizable
NZ_CP060894.1	conjugative
NZ_CP060900.1	conjugative
NZ_CP060903.1	mobilizable
NZ_CP060909.1	mobilizable
NZ_CP060920.1	conjugative
NZ_CP060925.1	conjugative
NZ_CP060929.1	conjugative
NZ_CP060934.1	conjugative
NZ_CP060948.1	conjugative
NZ_CP060955.1	mobilizable
NZ_CP060964.1	conjugative
NZ_CP060970.1	conjugative
NZ_CP060971.1	conjugative
NZ_CP060975.1	conjugative
NZ_CP060980.1	conjugative
NZ_CP060988.1	conjugative
NZ_CP061109.1	non-mobilizable
NZ_CP061188.1	conjugative
NZ_CP061207.1	conjugative
NZ_CP061338.1	conjugative
NZ_CP061340.1	conjugative
NZ_CP061363.1	conjugative
NZ_CP061750.1	conjugative
NZ_CP061915.1	conjugative
NZ_CP061960.1	non-mobilizable
NZ_CP062205.1	conjugative
NZ_CP062212.1	conjugative
NZ_CP062214.1	conjugative
NZ_CP062704.1	conjugative
NZ_CP062813.1	conjugative
NZ_CP062820.1	conjugative
NZ_CP062837.1	conjugative
NZ_CP062843.1	conjugative
NZ_CP062858.1	conjugative
NZ_CP062867.1	conjugative
NZ_CP062870.1	conjugative
NZ_CP062874.1	conjugative
NZ_CP062888.1	conjugative
NZ_CP062893.1	mobilizable
NZ_CP062900.1	conjugative
NZ_CP062915.1	conjugative
NZ_CP063154.1	conjugative
NZ_CP063337.1	conjugative
NZ_CP063343.1	conjugative
NZ_CP063370.1	conjugative
NZ_CP063462.1	conjugative
NZ_CP063481.1	conjugative
NZ_CP063484.1	conjugative
NZ_CP063490.1	non-mobilizable
NZ_CP063493.1	conjugative
NZ_CP063506.1	conjugative
NZ_CP063516.1	conjugative
NZ_CP063517.1	conjugative
NZ_CP063761.1	conjugative
NZ_CP063775.1	mobilizable
NZ_CP063835.1	mobilizable
NZ_CP063854.1	conjugative
NZ_CP063855.1	conjugative
NZ_CP063860.1	conjugative
NZ_CP063861.1	conjugative
NZ_CP063929.1	conjugative
NZ_CP064104.1	conjugative
NZ_CP064214.1	non-mobilizable
NZ_CP064220.1	non-mobilizable
NZ_CP064226.1	non-mobilizable
NZ_CP064237.1	mobilizable
NZ_CP064243.1	mobilizable
NZ_CP064248.1	conjugative
NZ_CP064253.1	conjugative
NZ_CP064260.1	non-mobilizable
NZ_CP064370.1	conjugative
NZ_CP064848.1	conjugative
NZ_CP065153.1	conjugative
NZ_CP065440.1	non-mobilizable
NZ_CP065445.1	non-mobilizable
NZ_CP065456.1	non-mobilizable
NZ_CP065461.1	mobilizable
NZ_CP065466.1	mobilizable
NZ_CP065471.1	non-mobilizable
NZ_CP065472.1	conjugative
NZ_CP065557.1	non-mobilizable
NZ_CP065610.1	conjugative
NZ_CP065612.1	conjugative
NZ_CP065614.1	conjugative
NZ_CP065952.1	non-mobilizable
NZ_CP065971.1	conjugative
NZ_CP066153.1	mobilizable
NZ_CP066251.1	mobilizable
NZ_CP066256.1	conjugative
NZ_CP066367.1	conjugative
NZ_CP066518.1	mobilizable
NZ_CP066524.1	conjugative
NZ_CP066529.1	mobilizable
NZ_CP066536.1	conjugative
NZ_CP066544.1	non-mobilizable
NZ_CP066807.1	conjugative
NZ_CP066837.1	conjugative
NZ_CP066841.1	conjugative
NZ_CP066845.1	conjugative
NZ_CP066888.1	conjugative
NZ_CP066892.1	mobilizable
NZ_CP066897.1	conjugative
NZ_CP066901.1	conjugative
NZ_CP066906.1	non-mobilizable
NZ_CP066912.1	conjugative
NZ_CP066916.1	non-mobilizable
NZ_CP067236.1	conjugative
NZ_CP067242.1	mobilizable
NZ_CP067246.1	conjugative
NZ_CP067251.1	conjugative
NZ_CP067300.1	conjugative
NZ_CP067301.1	conjugative
NZ_CP067304.1	conjugative
NZ_CP067305.1	conjugative
NZ_CP067309.1	conjugative
NZ_CP067344.1	conjugative
NZ_CP067431.1	conjugative
NZ_CP068039.1	conjugative
NZ_CP068040.1	conjugative
NZ_CP068043.1	conjugative
NZ_CP068154.1	mobilizable
NZ_CP068280.1	conjugative
NZ_CP068282.1	conjugative
NZ_CP068284.1	conjugative
NZ_CP068681.1	mobilizable
NZ_CP068687.1	conjugative
NZ_CP068692.1	conjugative
NZ_CP069172.1	mobilizable
NZ_CP069439.1	conjugative
NZ_CP069448.1	conjugative
NZ_CP069454.1	conjugative
NZ_CP069455.1	non-mobilizable
NZ_CP069456.1	conjugative
NZ_CP069460.1	conjugative
NZ_CP069461.1	conjugative
NZ_CP069499.1	conjugative
NZ_CP069502.1	conjugative
NZ_CP069523.1	conjugative
NZ_CP069531.1	conjugative
NZ_CP069543.1	conjugative
NZ_CP069550.1	non-mobilizable
NZ_CP069560.1	non-mobilizable
NZ_CP069561.1	conjugative
NZ_CP069572.1	conjugative
NZ_CP069584.1	conjugative
NZ_CP069590.1	conjugative
NZ_CP069648.1	conjugative
NZ_CP069658.1	conjugative
NZ_CP069660.1	conjugative
NZ_CP069667.1	non-mobilizable
NZ_CP069668.1	conjugative
NZ_CP069678.1	conjugative
NZ_CP069693.1	non-mobilizable
NZ_CP069713.1	conjugative
NZ_CP069864.1	conjugative
NZ_CP069883.1	conjugative
NZ_CP069891.1	conjugative
NZ_CP069894.1	conjugative
NZ_CP069928.1	conjugative
NZ_CP069936.1	conjugative
NZ_CP069948.1	conjugative
NZ_CP069959.1	conjugative
NZ_CP069974.1	conjugative
NZ_CP069979.1	conjugative
NZ_CP069982.1	conjugative
NZ_CP069991.1	conjugative
NZ_CP069998.1	conjugative
NZ_CP070008.1	conjugative
NZ_CP070011.1	conjugative
NZ_CP070042.1	conjugative
NZ_CP070044.1	conjugative
NZ_CP070049.1	conjugative
NZ_CP070065.1	conjugative
NZ_CP070067.1	conjugative
NZ_CP070072.1	conjugative
NZ_CP070073.1	conjugative
NZ_CP070078.1	conjugative
NZ_CP070097.1	conjugative
NZ_CP070113.1	conjugative
NZ_CP070116.1	conjugative
NZ_CP070118.1	conjugative
NZ_CP070125.1	conjugative
NZ_CP070133.1	conjugative
NZ_CP070150.1	conjugative
NZ_CP070151.1	conjugative
NZ_CP070163.1	conjugative
NZ_CP070171.1	conjugative
NZ_CP070230.1	conjugative
NZ_CP070288.2	conjugative
NZ_CP070293.1	conjugative
NZ_CP070300.1	conjugative
NZ_CP070921.1	conjugative
NZ_CP070963.1	conjugative
NZ_CP071077.1	conjugative
NZ_CP071440.1	conjugative
NZ_CP071442.1	conjugative
NZ_CP071523.1	non-mobilizable
NZ_CP072317.1	conjugative
NZ_CP072323.1	conjugative
NZ_CP072420.1	non-mobilizable
NZ_CP072465.1	mobilizable
NZ_CP072557.1	conjugative
NZ_CP072807.1	conjugative
NZ_CP072859.1	conjugative
NZ_CP072977.1	mobilizable
NZ_CP072982.1	conjugative
NZ_CP072998.1	conjugative
NZ_CP073003.1	mobilizable
NZ_CP073303.1	mobilizable
NZ_CP073352.1	non-mobilizable
NZ_CP073362.1	conjugative
NZ_CP073376.1	conjugative
NZ_CP073380.1	non-mobilizable
NZ_CP073590.1	conjugative
NZ_CP073622.1	conjugative
NZ_CP073769.1	conjugative
NZ_CP073927.1	mobilizable
NZ_CP073933.1	conjugative
NZ_CP073947.1	conjugative
NZ_CP073963.1	conjugative
NZ_CP073995.1	non-mobilizable
NZ_CP074020.1	conjugative
NZ_CP074032.1	conjugative
NZ_CP074034.1	conjugative
NZ_CP074044.1	mobilizable
NZ_CP074121.1	conjugative
NZ_CP074124.1	conjugative
NZ_CP074408.1	conjugative
NZ_CP074426.1	conjugative
NZ_CP074577.1	conjugative
NZ_CP074681.1	conjugative
NZ_CP074703.1	conjugative
NZ_CP074705.1	conjugative
NZ_CP075038.1	conjugative
NZ_CP075057.1	conjugative
NZ_CP075063.1	conjugative
NZ_CP075064.1	conjugative
NZ_CP075375.1	conjugative
NZ_CP075464.1	conjugative
NZ_CP075466.1	conjugative
NZ_CP075478.1	conjugative
NZ_CP075482.1	conjugative
NZ_CP075483.1	conjugative
NZ_CP075633.1	conjugative
NZ_CP075641.1	conjugative
NZ_CP075653.1	conjugative
NZ_CP075667.1	conjugative
NZ_CP075700.1	conjugative
NZ_CP075717.1	conjugative
NZ_CP075718.1	conjugative
NZ_CP075725.1	conjugative
NZ_CP075732.1	conjugative
NZ_CP075741.1	conjugative
NZ_CP075853.1	conjugative
NZ_CP076044.1	conjugative
NZ_CP076124.1	conjugative
NZ_CP076260.1	conjugative
NZ_CP076263.1	conjugative
NZ_CP076265.1	conjugative
NZ_CP076269.1	conjugative
NZ_CP076271.1	conjugative
NZ_CP076273.1	conjugative
NZ_CP076275.1	conjugative
NZ_CP076277.1	conjugative
NZ_CP076283.1	conjugative
NZ_CP076302.1	conjugative
NZ_CP076315.1	conjugative
NZ_CP076345.1	mobilizable
NZ_CP076520.1	conjugative
NZ_CP076529.1	non-mobilizable
NZ_CP076554.1	mobilizable
NZ_CP076655.1	conjugative
NZ_CP076688.1	conjugative
NZ_CP076690.1	conjugative
NZ_CP076694.1	conjugative
NZ_CP076699.1	mobilizable
NZ_CP076705.1	conjugative
NZ_CP076712.1	conjugative
NZ_CP077647.1	conjugative
NZ_CP077650.1	conjugative
NZ_CP077777.1	conjugative
NZ_CP078036.1	conjugative
NZ_CP078123.1	mobilizable
NZ_CP078136.1	conjugative
NZ_CP079124.1	conjugative
NZ_CP079135.1	conjugative
NZ_CP079181.1	non-mobilizable
NZ_CP079188.1	non-mobilizable
NZ_CP079609.1	non-mobilizable
NZ_CP079644.1	non-mobilizable
NZ_CP079649.1	non-mobilizable
NZ_CP079658.1	non-mobilizable
NZ_CP079685.1	non-mobilizable
NZ_CP079774.1	conjugative
NZ_CP079778.1	conjugative
NZ_CP079809.1	non-mobilizable
NZ_CP079885.1	conjugative
NZ_CP080076.1	conjugative
NZ_CP080082.1	conjugative
NZ_CP080124.1	conjugative
NZ_CP080127.1	conjugative
NZ_CP080129.1	conjugative
NZ_CP080134.1	conjugative
NZ_CP080140.1	conjugative
NZ_CP080142.1	conjugative
NZ_CP080151.1	conjugative
NZ_CP080156.1	conjugative
NZ_CP080157.1	conjugative
NZ_CP080164.1	conjugative
NZ_CP080165.1	conjugative
NZ_CP080173.1	conjugative
NZ_CP080175.1	conjugative
NZ_CP080226.1	conjugative
NZ_CP080236.1	conjugative
NZ_CP080256.1	conjugative
NZ_CP080263.1	conjugative
NZ_CP080305.1	mobilizable
NZ_CP080311.1	mobilizable
NZ_CP080371.1	conjugative
NZ_CP080372.1	non-mobilizable
NZ_CP081190.2	conjugative
NZ_CP081193.1	conjugative
NZ_CP081195.1	conjugative
NZ_CP081307.1	mobilizable
NZ_CP081821.1	conjugative
NZ_CP081887.1	conjugative
NZ_CP082003.1	conjugative
NZ_CP082012.1	conjugative
NZ_CP082015.1	mobilizable
NZ_CP082020.1	mobilizable
NZ_CP082025.1	mobilizable
NZ_CP082034.1	mobilizable
NZ_CP082039.1	conjugative
NZ_CP082042.1	conjugative
NZ_CP082121.1	conjugative
NZ_CP082130.1	conjugative
NZ_CP082356.1	conjugative
NZ_CP082358.1	conjugative
NZ_CP082755.1	mobilizable
NZ_CP082761.1	mobilizable
NZ_CP082767.1	mobilizable
NZ_CP082825.1	mobilizable
NZ_CP082828.1	conjugative
NZ_CP082832.1	conjugative
NZ_CP082958.1	conjugative
NZ_CP083057.1	non-mobilizable
NZ_CP083264.1	conjugative
NZ_CP083266.1	non-mobilizable
NZ_CP083479.1	conjugative
NZ_CP083484.1	conjugative
NZ_CP083493.1	conjugative
NZ_CP083498.1	conjugative
NZ_CP083504.1	conjugative
NZ_CP083513.1	conjugative
NZ_CP083531.1	conjugative
NZ_CP083702.1	conjugative
NZ_CP083705.1	conjugative
NZ_CP083867.1	conjugative
NZ_CP083874.1	non-mobilizable
NZ_CP083875.1	conjugative
NZ_CP083878.1	conjugative
NZ_CP083881.1	conjugative
NZ_CP083884.1	conjugative
NZ_CP083889.1	conjugative
NZ_CP084046.1	non-mobilizable
NZ_CP084097.1	conjugative
NZ_CP084206.1	conjugative
NZ_CP084208.1	conjugative
NZ_CP084211.1	conjugative
NZ_CP084494.1	mobilizable
NZ_CP084498.1	conjugative
NZ_CP084707.1	mobilizable
NZ_CP084902.1	conjugative
NZ_CP085057.1	mobilizable
NZ_CP085059.1	conjugative
NZ_CP085061.1	conjugative
NZ_CP085064.1	conjugative
NZ_CP085070.1	conjugative
NZ_CP085075.1	conjugative
NZ_CP085186.1	conjugative
NZ_CP085190.1	mobilizable
NZ_CP085620.1	conjugative
NZ_CP085890.1	conjugative
NZ_CP086222.1	conjugative
NZ_CP086262.1	conjugative
NZ_CP086472.1	non-mobilizable
NZ_CP086482.1	non-mobilizable
NZ_CP086484.1	conjugative
NZ_CP086492.1	non-mobilizable
NZ_CP086494.1	conjugative
NZ_CP086502.1	non-mobilizable
NZ_CP086504.1	conjugative
NZ_CP086512.1	non-mobilizable
NZ_CP086514.1	conjugative
NZ_CP086617.1	conjugative
NZ_CP086619.1	conjugative
NZ_CP086621.1	conjugative
NZ_CP087144.1	mobilizable
NZ_CP087153.1	mobilizable
NZ_CP087378.1	conjugative
NZ_CP087571.1	conjugative
NZ_CP087579.1	conjugative
NZ_CP087608.1	conjugative
NZ_CP087625.1	mobilizable
NZ_CP087630.1	conjugative
NZ_CP087635.1	non-mobilizable
NZ_CP087640.1	mobilizable
NZ_CP087647.1	conjugative
NZ_CP087653.1	mobilizable
NZ_CP087660.1	mobilizable
NZ_CP087666.1	mobilizable
NZ_CP088986.1	conjugative
NZ_CP088995.1	conjugative
NZ_CP089000.1	conjugative
NZ_CP089010.1	conjugative
NZ_CP089099.1	conjugative
NZ_CP089135.1	conjugative
NZ_CP089137.1	conjugative
NZ_CP089446.1	conjugative
NZ_CP089447.1	non-mobilizable
NZ_CP089763.1	non-mobilizable
NZ_CP090197.1	conjugative
NZ_CP090204.1	mobilizable
NZ_CP090214.1	conjugative
NZ_CP090306.1	conjugative
NZ_CP090345.1	mobilizable
NZ_CP090406.1	conjugative
NZ_CP090434.1	mobilizable
NZ_CP090449.1	conjugative
NZ_CP090450.1	conjugative
NZ_CP090458.1	conjugative
NZ_CP090464.1	mobilizable
NZ_CP090613.1	conjugative
NZ_CP090620.1	conjugative
NZ_CP090835.1	mobilizable
NZ_CP091023.1	conjugative
NZ_CP091025.1	conjugative
NZ_CP091027.1	conjugative
NZ_CP091028.1	conjugative
NZ_CP091031.1	conjugative
NZ_CP091045.1	conjugative
NZ_CP091046.1	mobilizable
NZ_CP091070.1	mobilizable
NZ_CP091428.1	conjugative
NZ_CP091535.1	conjugative
NZ_CP091565.1	conjugative
NZ_CP091574.1	conjugative
NZ_CP091654.1	conjugative
NZ_CP091655.1	conjugative
NZ_CP091658.1	conjugative
NZ_CP091666.1	conjugative
NZ_CP091672.1	conjugative
NZ_CP091685.1	mobilizable
NZ_CP091692.1	conjugative
NZ_CP091693.1	conjugative
NZ_CP091699.1	conjugative
NZ_CP091705.1	conjugative
NZ_CP091706.1	conjugative
NZ_CP091758.1	conjugative
NZ_CP091774.1	conjugative
NZ_CP092254.1	conjugative
NZ_CP092592.1	conjugative
NZ_CP092718.1	conjugative
NZ_CP092788.1	mobilizable
NZ_CP092795.1	mobilizable
NZ_CP092974.1	conjugative
NZ_CP093070.1	conjugative
NZ_CP093153.1	conjugative
NZ_CP093227.1	conjugative
NZ_CP093550.1	conjugative
NZ_CP093920.1	non-mobilizable
NZ_CP093922.1	conjugative
NZ_CP093923.1	non-mobilizable
NZ_CP094273.1	conjugative
NZ_CP094334.1	conjugative
NZ_CP094340.1	conjugative
NZ_CP094341.1	conjugative
NZ_CP094342.1	non-mobilizable
NZ_CP094453.1	conjugative
NZ_CP095084.1	conjugative
NZ_CP095087.1	conjugative
NZ_CP095128.1	mobilizable
NZ_CP095138.1	conjugative
NZ_CP095153.1	conjugative
NZ_CP095156.1	conjugative
NZ_CP095235.1	conjugative
NZ_CP095242.1	mobilizable
NZ_CP095248.1	conjugative
NZ_CP095256.1	mobilizable
NZ_CP095265.1	mobilizable
NZ_CP095272.1	conjugative
NZ_CP095285.1	non-mobilizable
NZ_CP095423.1	mobilizable
NZ_CP095427.1	mobilizable
NZ_CP095431.1	non-mobilizable
NZ_CP095449.1	conjugative
NZ_CP095789.1	conjugative
NZ_CP095859.1	conjugative
NZ_CP096835.1	conjugative
NZ_CP096979.1	conjugative
NZ_CP097096.1	conjugative
NZ_CP097214.1	conjugative
NZ_CP097361.1	conjugative
NZ_CP097368.1	conjugative
NZ_CP097371.1	conjugative
NZ_CP097428.1	conjugative
NZ_CP097432.1	conjugative
NZ_CP097627.1	conjugative
NZ_CP097655.1	non-mobilizable
NZ_CP097659.1	mobilizable
NZ_CP097662.1	mobilizable
NZ_CP097666.1	mobilizable
NZ_CP097673.1	conjugative
NZ_CP097674.1	non-mobilizable
NZ_CP097677.1	non-mobilizable
NZ_CP097686.1	conjugative
NZ_CP097691.1	non-mobilizable
NZ_CP097693.1	mobilizable
NZ_CP097695.1	mobilizable
NZ_CP097702.1	non-mobilizable
NZ_CP097707.1	conjugative
NZ_CP097708.1	non-mobilizable
NZ_CP098179.1	conjugative
NZ_CP098193.1	conjugative
NZ_CP098194.1	conjugative
NZ_CP098202.1	conjugative
NZ_CP098204.1	conjugative
NZ_CP098208.1	conjugative
NZ_CP098215.1	conjugative
NZ_CP098220.1	conjugative
NZ_CP098221.1	conjugative
NZ_CP098222.1	non-mobilizable
NZ_CP098225.1	non-mobilizable
NZ_CP098349.1	conjugative
NZ_CP098354.1	conjugative
NZ_CP098439.1	conjugative
NZ_CP098742.1	conjugative
NZ_CP099415.1	conjugative
NZ_CP099524.1	non-mobilizable
NZ_CP099589.1	conjugative
NZ_CP099591.1	conjugative
NZ_CP099723.1	conjugative
NZ_CP099869.1	conjugative
NZ_CP099872.1	conjugative
NZ_CP099882.1	conjugative
NZ_CP099885.1	conjugative
NZ_CP099905.1	conjugative
NZ_CP099908.1	conjugative
NZ_CP099911.1	conjugative
NZ_CP100504.1	conjugative
NZ_CP100526.1	conjugative
NZ_CP100533.1	conjugative
NZ_CP100545.1	conjugative
NZ_CP101199.1	conjugative
NZ_CP101212.1	conjugative
NZ_CP101224.1	conjugative
NZ_CP101236.1	conjugative
NZ_CP101237.1	conjugative
NZ_CP101252.1	conjugative
NZ_CP101258.1	conjugative
NZ_CP101270.1	conjugative
NZ_CP101275.1	conjugative
NZ_CP101276.1	conjugative
NZ_CP101378.1	conjugative
NZ_CP101380.1	conjugative
NZ_CP101534.1	mobilizable
NZ_CP101543.1	non-mobilizable
NZ_CP101564.1	non-mobilizable
NZ_CP101569.1	non-mobilizable
NZ_CP101617.1	conjugative
NZ_CP101618.1	mobilizable
NZ_CP101667.1	conjugative
NZ_CP101706.1	conjugative
NZ_CP101766.1	mobilizable
NZ_CP101782.1	mobilizable
NZ_CP101785.1	mobilizable
NZ_CP101859.1	mobilizable
NZ_CP101867.1	conjugative
NZ_CP101878.1	non-mobilizable
NZ_CP101880.1	conjugative
NZ_CP102062.1	conjugative
NZ_CP102190.1	non-mobilizable
NZ_CP102196.1	mobilizable
NZ_CP102245.1	conjugative
NZ_CP102392.1	mobilizable
NZ_CP102437.1	conjugative
NZ_CP102489.1	conjugative
NZ_CP102548.1	non-mobilizable
NZ_CP102673.1	conjugative
NZ_CP102676.1	conjugative
NZ_CP102838.1	mobilizable
NZ_CP102855.1	conjugative
NZ_CP102948.1	conjugative
NZ_CP103296.1	conjugative
NZ_CP103297.1	mobilizable
NZ_CP103319.1	non-mobilizable
NZ_CP103331.1	conjugative
NZ_CP103333.1	non-mobilizable
NZ_CP103466.1	conjugative
NZ_CP103480.1	conjugative
NZ_CP103481.1	conjugative
NZ_CP103509.1	conjugative
NZ_CP103516.1	conjugative
NZ_CP103523.1	mobilizable
NZ_CP103530.1	conjugative
NZ_CP103534.1	mobilizable
NZ_CP103541.1	conjugative
NZ_CP103545.1	conjugative
NZ_CP103558.1	mobilizable
NZ_CP103563.1	conjugative
NZ_CP103571.1	conjugative
NZ_CP103591.1	mobilizable
NZ_CP103593.1	conjugative
NZ_CP103597.1	conjugative
